VBLIX_daily_ret,VBILX_daily_price,Date
0.004348029896502403,9.113114356994629,2015-01-05
0.004328997080619068,9.152565002441406,2015-01-06
0.0,9.152565002441406,2015-01-07
-0.0025862859429247598,9.128893852233887,2015-01-08
0.003457253237688196,9.160454750061035,2015-01-09
0.002583641986779739,9.184122085571289,2015-01-12
0.0008594792450871136,9.192015647888184,2015-01-13
0.002574978521095561,9.21568489074707,2015-01-14
0.007704991625054003,9.286691665649414,2015-01-15
-0.0067967083331536005,9.223572731018066,2015-01-16
0.0008554929336015427,9.231463432312012,2015-01-20
-0.0034185302293177067,9.199905395507812,2015-01-21
-0.0008575900816850668,9.192015647888184,2015-01-22
0.0042915271181998005,9.231463432312012,2015-01-23
-0.0017092134611846888,9.21568489074707,2015-01-26
0.0017121398737041105,9.231463432312012,2015-01-27
0.005128260225244263,9.278804779052734,2015-01-28
-0.002550893506491403,9.255135536193848,2015-01-29
0.009142362066760779,9.339749336242676,2015-01-30
-0.0008460768165455823,9.331847190856934,2015-02-02
-0.005932458272744134,9.27648639678955,2015-02-03
0.0008527720643591863,9.28439712524414,2015-02-04
-0.0017038854916636703,9.268577575683594,2015-02-05
-0.009385307333985793,9.181589126586914,2015-02-06
0.0,9.181589126586914,2015-02-09
-0.00172296422138285,9.165769577026367,2015-02-10
-0.00086296897536009,9.157859802246094,2015-02-11
0.0008637143340339826,9.165769577026367,2015-02-12
-0.002588386689176936,9.142045021057129,2015-02-13
-0.0051903119601248715,9.094594955444336,2015-02-17
0.004347878973706365,9.134137153625488,2015-02-18
-0.0017316018219980522,9.11832046508789,2015-02-19
0.0,9.11832046508789,2015-02-20
0.003469315524786909,9.149954795837402,2015-02-23
0.005186137821940884,9.197407722473145,2015-02-24
0.0008595856921391754,9.205313682556152,2015-02-25
-0.005155053042894431,9.157859802246094,2015-02-26
0.0046734714109930575,9.200658798217773,2015-02-27
-0.005168751988838705,9.15310287475586,2015-03-02
-0.0017308270169053008,9.137260437011719,2015-03-03
0.0008670183586205749,9.145182609558105,2015-03-04
0.0008660587257685037,9.15310287475586,2015-03-05
-0.008657781782430929,9.073857307434082,2015-03-06
0.0026198604275584625,9.09762954711914,2015-03-09
0.0034850678585041095,9.129335403442383,2015-03-10
0.0008680843915920278,9.137260437011719,2015-03-11
0.0,9.137260437011719,2015-03-12
-0.000867331474676436,9.129335403442383,2015-03-13
0.0017358553953168432,9.145182609558105,2015-03-16
0.0008660587257685037,9.15310287475586,2015-03-17
0.008658406930643237,9.232354164123535,2015-03-18
-0.003433075176960676,9.200658798217773,2015-03-19
0.003444901783761445,9.232354164123535,2015-03-20
0.0008581913215039982,9.240277290344238,2015-03-23
0.0025731920492781946,9.264054298400879,2015-03-24
-0.00342184245215571,9.232354164123535,2015-03-25
-0.004291782983371739,9.192730903625488,2015-03-26
0.0025857748459765517,9.216501235961914,2015-03-27
0.0008602883093711267,9.224430084228516,2015-03-30
0.0043069455765181175,9.264159202575684,2015-03-31
0.003430142034706929,9.295936584472656,2015-04-01
-0.0017093620761681194,9.280046463012695,2015-04-02
0.0017122889980447642,9.295936584472656,2015-04-06
0.0008545784476341467,9.30388069152832,2015-04-07
-0.0008538487668804384,9.295936584472656,2015-04-08
-0.0034184163809865,9.264159202575684,2015-04-09
0.0,9.264159202575684,2015-04-10
0.001714916603828831,9.280046463012695,2015-04-13
0.0017122889980447642,9.295936584472656,2015-04-14
0.0008545784476341467,9.30388069152832,2015-04-15
0.0,9.30388069152832,2015-04-16
0.0008536437611741388,9.311822891235352,2015-04-17
-0.0008529156750293199,9.30388069152832,2015-04-20
-0.0017076975337608769,9.287992477416992,2015-04-21
-0.004277162952145974,9.248266220092773,2015-04-22
0.002576950165557923,9.272098541259766,2015-04-23
0.002570943687323135,9.295936584472656,2015-04-24
-0.0008545784476341467,9.287992477416992,2015-04-27
-0.004277162952145974,9.248266220092773,2015-04-28
-0.0025773626425752427,9.224430084228516,2015-04-29
0.002244607297625656,9.245135307312012,2015-04-30
-0.005168127381378618,9.197355270385742,2015-05-01
-0.0008655009277149794,9.1893949508667,2015-05-04
-0.0017332277961128462,9.173467636108398,2015-05-05
-0.0034725781410650525,9.14161205291748,2015-05-06
0.00261306585086607,9.165499687194824,2015-05-07
0.0034755969972291023,9.197355270385742,2015-05-08
-0.00779189322080609,9.125690460205078,2015-05-11
0.0008719842658255761,9.133647918701172,2015-05-12
-0.0008712245717070743,9.125690460205078,2015-05-13
0.002617729371364508,9.149579048156738,2015-05-14
0.005221685279458654,9.197355270385742,2015-05-15
-0.004328956299409659,9.157540321350098,2015-05-18
-0.004347673497926641,9.11772632598877,2015-05-19
0.0017462240193610867,9.133647918701172,2015-05-20
0.0034872997927186677,9.165499687194824,2015-05-21
-0.00173701812028082,9.149579048156738,2015-05-22
0.0034814362141286637,9.181432723999023,2015-05-26
0.0,9.181432723999023,2015-05-27
0.0008672096291533204,9.1893949508667,2015-05-28
0.0022583539950429277,9.210147857666016,2015-05-29
-0.003466928431049676,9.178216934204102,2015-06-01
-0.005217341790749841,9.130331039428711,2015-06-02
-0.006118021952724151,9.074471473693848,2015-06-03
0.003517502860926891,9.106390953063965,2015-06-04
-0.006135676706347626,9.050517082214355,2015-06-05
0.0008824934893054692,9.058504104614258,2015-06-08
-0.002643145834144822,9.034561157226562,2015-06-09
-0.0035337803945014734,9.00263500213623,2015-06-10
0.006205861113415256,9.058504104614258,2015-06-11
-0.0008817153812221701,9.050517082214355,2015-06-12
0.001764354744469454,9.066485404968262,2015-06-15
0.001760510972084628,9.082447052001953,2015-06-16
0.0008785510071993574,9.090426445007324,2015-06-17
0.0,9.090426445007324,2015-06-18
0.003511643880095283,9.12234878540039,2015-06-19
-0.006123793525800503,9.066485404968262,2015-06-22
-0.0026413449853627258,9.042537689208984,2015-06-23
0.0017657007307061434,9.058504104614258,2015-06-24
-0.0017625885268562902,9.042537689208984,2015-06-25
-0.003529608550623564,9.010621070861816,2015-06-26
0.007971257538773369,9.082447052001953,2015-06-29
0.00044058802751378856,9.086448669433594,2015-06-30
-0.0035213677151317846,9.054451942443848,2015-07-01
0.002650648321868676,9.078452110290527,2015-07-02
0.005285601148890207,9.126437187194824,2015-07-06
0.0017528124782191234,9.142434120178223,2015-07-07
0.002625139818476674,9.166434288024902,2015-07-08
-0.006108594907687004,9.110440254211426,2015-07-09
-0.005267461314987343,9.062451362609863,2015-07-10
-0.0017653987527083137,9.046452522277832,2015-07-13
0.0017685208972946231,9.062451362609863,2015-07-14
0.0026479928954696863,9.086448669433594,2015-07-15
0.0,9.086448669433594,2015-07-16
-0.0008800533006879663,9.078452110290527,2015-07-17
-0.0017624973383433273,9.062451362609863,2015-07-20
0.0017656092198938822,9.078452110290527,2015-07-21
0.0,9.078452110290527,2015-07-22
0.0026423803819697333,9.10244083404541,2015-07-23
0.0008788214405190953,9.110440254211426,2015-07-24
0.0026339400160515503,9.13443660736084,2015-07-27
-0.0026270206013665476,9.110440254211426,2015-07-28
-0.001755366828120497,9.09444808959961,2015-07-29
0.000878859757849515,9.10244083404541,2015-07-30
0.007574334432628449,9.171385765075684,2015-07-31
0.0017485893315878354,9.187422752380371,2015-08-03
-0.0052354694883415265,9.139322280883789,2015-08-04
-0.002631459770429223,9.115272521972656,2015-08-05
0.0017587258329518907,9.131303787231445,2015-08-06
0.002633770540496405,9.155353546142578,2015-08-07
-0.00350226102188278,9.123289108276367,2015-08-10
0.00527185494491067,9.171385765075684,2015-08-11
-0.0008736707637964081,9.163372993469238,2015-08-12
-0.0026246571652807082,9.139322280883789,2015-08-13
-0.0008773619537539856,9.131303787231445,2015-08-14
0.0017560559072054005,9.1473388671875,2015-08-17
-0.0017529775805698034,9.131303787231445,2015-08-18
0.004389513127389888,9.171385765075684,2015-08-19
0.0008743986494601508,9.179405212402344,2015-08-20
0.002619761412210986,9.203453063964844,2015-08-21
0.0008714556314064481,9.21147346496582,2015-08-24
-0.0043519313215852895,9.171385765075684,2015-08-25
-0.0052442082397696765,9.123289108276367,2015-08-26
0.000878485693038833,9.131303787231445,2015-08-27
0.0,9.131303787231445,2015-08-28
0.0005278402851800479,9.136123657226562,2015-08-31
0.003518192218724181,9.168266296386719,2015-09-01
-0.001753137006398453,9.152193069458008,2015-09-02
0.0017562158934725236,9.168266296386719,2015-09-03
0.0017529289683058114,9.184337615966797,2015-09-04
-0.0026243770297542657,9.160234451293945,2015-09-08
0.0008768165417032403,9.168266296386719,2015-09-09
-0.0026298095286438894,9.144155502319336,2015-09-10
0.0026367436622514173,9.168266296386719,2015-09-11
0.0,9.168266296386719,2015-09-14
