Date,S&P_500,returns
2019-02-12,2744.73,0.012890250202966858
2019-02-13,2753.03,0.003023976857468691
2019-02-14,2745.73,-0.0026516238471793185
2019-02-15,2775.6,0.010878709851296353
2019-02-19,2779.76,0.0014987750396311394
2019-02-20,2784.7,0.0017771318387196366
2019-02-21,2774.88,-0.003526412180845262
2019-02-22,2792.67,0.006411088047050706
2019-02-25,2796.11,0.0012317960947767492
2019-02-26,2793.9,-0.0007903837831845228
2019-02-27,2792.38,-0.0005440423780378456
2019-02-28,2784.49,-0.0028255466662847617
2019-03-01,2803.69,0.0068953381050032014
2019-03-04,2792.81,-0.0038806002090102654
2019-03-05,2789.65,-0.0011314768996100177
2019-03-06,2771.45,-0.0065241159285216455
2019-03-07,2748.93,-0.008125710368218741
2019-03-08,2743.07,-0.0021317385309919112
2019-03-11,2783.3,0.014666049353461608
2019-03-12,2791.52,0.0029533287823806376
2019-03-13,2810.92,0.006949618845646821
2019-03-14,2808.48,-0.0008680432029370966
2019-03-15,2822.48,0.004984902865607044
2019-03-18,2832.94,0.0037059607153993035
2019-03-19,2832.57,-0.0001306063665308388
2019-03-20,2824.23,-0.0029443226469249018
2019-03-21,2854.88,0.010852515552911779
2019-03-22,2800.71,-0.018974527826038257
2019-03-25,2798.36,-0.0008390729493592541
2019-03-26,2818.46,0.007182778484540853
2019-03-27,2805.37,-0.004644380264399728
2019-03-28,2815.44,0.0035895443381801506
2019-03-29,2834.4,0.006734293751598397
2019-04-01,2867.19,0.01156858594411525
2019-04-02,2867.24,1.7438676892522764e-05
2019-04-03,2873.4,0.0021484075277968806
2019-04-04,2879.39,0.0020846384074615365
2019-04-05,2892.74,0.004636398681665099
2019-04-08,2895.77,0.0010474498226595852
2019-04-09,2878.2,-0.0060674708281390766
2019-04-10,2888.21,0.0034778681120144483
2019-04-11,2888.32,3.808587325715429e-05
2019-04-12,2907.41,0.006609378462220095
2019-04-15,2905.58,-0.0006294261903205811
2019-04-16,2907.06,0.000509364739569973
2019-04-17,2900.45,-0.002273774879087531
2019-04-18,2905.03,0.0015790653174507785
2019-04-22,2907.97,0.001012037741434657
2019-04-23,2933.68,0.008841219132246891
2019-04-24,2927.25,-0.0021917864252406494
2019-04-25,2926.17,-0.00036894696387390624
2019-04-26,2939.88,0.004685305365033532
2019-04-29,2943.03,0.0010714723049920494
2019-04-30,2945.83,0.0009514004274504551
2019-05-01,2923.73,-0.007502130129708795
2019-05-02,2917.52,-0.0021239991380873624
2019-05-03,2945.64,0.00963832295922562
2019-05-06,2932.47,-0.004471014787957861
2019-05-07,2884.05,-0.016511677868827124
2019-05-08,2879.42,-0.0016053813214057522
2019-05-09,2870.72,-0.0030214418181440106
2019-05-10,2881.4,0.0037203210344445292
2019-05-13,2811.87,-0.024130630943291487
2019-05-14,2834.41,0.008016017810211773
2019-05-15,2850.96,0.00583895766667486
2019-05-16,2876.32,0.008895249319527565
2019-05-17,2859.53,-0.005837319908772343
