Date_x,S&P_500,sp500_ret,VBLIX_daily_ret,VBILX_daily_price,VBIRX_daily_ret,VBIRX_daily_price,event,event_id,event_time,event_id_date,Increase,change
2015-12-03,2049.62,-0.0143735783910634,-0.007887426574282,9.1566801071167,-0.0019079912078344,9.218266487121582,0,1.0,-10,2015-12-17,True,25.0
2015-12-04,2091.69,0.0205257559937941,0.0017666035687224,9.172856330871582,0.0,9.218266487121582,0,1.0,-9,2015-12-17,True,25.0
2015-12-07,2077.07,-0.006989563463037,0.0026453362433003,9.197121620178224,0.0009557158438919,9.227076530456545,0,1.0,-8,2015-12-17,True,25.0
2015-12-08,2063.59,-0.0064899112692398,0.0,9.197121620178224,0.0,9.227076530456545,0,1.0,-7,2015-12-17,True,25.0
2015-12-09,2047.62,-0.0077389403902908,0.0008797288145716,9.205212593078612,0.0,9.227076530456545,0,1.0,-6,2015-12-17,True,25.0
